scenario,text,labels,time_phrase,id
VAN_PHONG,ngày mai có gửi báo cáo tài liệu.,NOP_BAO_CAO,ngày mai,887
CA_NHAN,đi mua đồ dùng cá nhân trước 10h.,MUA_SAM,thứ 2,888
TRUONG_HOC,chiều mai phải sinh hoạt lớp môn văn.,HOP_LOP,chiều mai,889
CA_NHAN,hẹn bác sĩ trước ngày mai.,HEN_CA_NHAN,cuối tuần,890
TRUONG_HOC,thứ 7 phải ôn bài môn lập trình.,HOC_TAP,thứ 7,891
CA_NHAN,chiều mai có nhớ bạn bè.,NHAC_VIEC,chiều mai,892
CA_NHAN,hôm nay đi gặp đồ dùng cá nhân.,HEN_CA_NHAN,hôm nay,893
VAN_PHONG,chủ nhật gửi email công việc.,GUI_EMAIL,chủ nhật,894
TRUONG_HOC,thứ 4 có học bài môn lập trình.,HOC_TAP,thứ 4,895
CA_NHAN,thứ 3 phải nhớ đồ dùng cá nhân.,NHAC_VIEC,thứ 3,896
VAN_PHONG,tối nay báo cáo tiến độ tài liệu.,THEO_DOI_CONG_VIEC,tối nay,897
CA_NHAN,thứ 3 có lịch hẹn gia đình.,HEN_CA_NHAN,thứ 3,898
TRUONG_HOC,thứ 2 có sinh hoạt lớp môn văn.,HOP_LOP,thứ 2,899
CA_NHAN,cuối tuần phải hẹn bạn bè.,HEN_CA_NHAN,cuối tuần,900
CA_NHAN,đặt mua bác sĩ trước ngày mai.,MUA_SAM,tối nay,901
TRUONG_HOC,tối nay phải thi cuối kỳ môn tiếng Anh.,THI_CU,tối nay,902
CA_NHAN,ngày mai nhớ bạn bè.,NHAC_VIEC,ngày mai,903
TRUONG_HOC,nộp bài môn văn trước 8h.,NOP_BAI,thứ 4,904
VAN_PHONG,báo cáo tiến độ dự án vào thứ 2.,THEO_DOI_CONG_VIEC,thứ 2,905
CA_NHAN,nhớ đồ dùng cá nhân trước 17h.,NHAC_VIEC,thứ 5,906
TRUONG_HOC,chiều mai có thi giữa kỳ môn lập trình.,THI_CU,chiều mai,907
CA_NHAN,cuối tuần đi gặp quà sinh nhật.,HEN_CA_NHAN,cuối tuần,908
TRUONG_HOC,sáng mai phải sinh hoạt lớp môn toán.,HOP_LOP,sáng mai,909
VAN_PHONG,sáng mai soạn email công việc.,GUI_EMAIL,sáng mai,910
CA_NHAN,mua đồ dùng cá nhân vào chủ nhật.,MUA_SAM,chủ nhật,911
VAN_PHONG,ngày kia có gửi báo cáo dự án.,NOP_BAO_CAO,ngày kia,912
CA_NHAN,đi mua bác sĩ trước ngày mai.,MUA_SAM,thứ 2,913
VAN_PHONG,ngày kia gửi báo cáo hợp đồng.,NOP_BAO_CAO,ngày kia,914
TRUONG_HOC,thứ 4 phải học bài môn lập trình.,HOC_TAP,thứ 4,915
TRUONG_HOC,hoàn thành bài tập môn văn trước cuối tuần.,NOP_BAI,chủ nhật,916
VAN_PHONG,nộp báo cáo tài liệu trước 8h.,NOP_BAO_CAO,tối nay,917
TRUONG_HOC,nộp bài môn văn trước 8h.,NOP_BAI,thứ 7,918
CA_NHAN,mua quà sinh nhật trước 10h.,MUA_SAM,thứ 6,919
VAN_PHONG,nộp báo cáo hợp đồng vào tối nay.,NOP_BAO_CAO,tối nay,920
VAN_PHONG,thứ 2 phải soạn email công việc.,GUI_EMAIL,thứ 2,921
CA_NHAN,ngày mai đi mua bác sĩ.,MUA_SAM,ngày mai,922
TRUONG_HOC,thứ 7 phải chuẩn bị bài môn văn.,HOC_TAP,thứ 7,923
CA_NHAN,ngày kia phải lịch hẹn quà sinh nhật.,HEN_CA_NHAN,ngày kia,924
CA_NHAN,đặt mua bác sĩ trước cuối tuần.,MUA_SAM,chiều mai,925
CA_NHAN,hẹn đồ dùng cá nhân vào thứ 7.,HEN_CA_NHAN,thứ 7,926
VAN_PHONG,theo dõi tiến độ dự án vào tối nay.,THEO_DOI_CONG_VIEC,tối nay,927
VAN_PHONG,trả lời email kế hoạch trước 10h.,GUI_EMAIL,sáng mai,928
TRUONG_HOC,họp lớp môn văn vào thứ 2.,HOP_LOP,thứ 2,929
TRUONG_HOC,ngày kia phải sinh hoạt lớp môn lập trình.,HOP_LOP,ngày kia,930
TRUONG_HOC,chủ nhật nộp bài môn văn.,NOP_BAI,chủ nhật,931
CA_NHAN,nhắc đồ dùng cá nhân vào thứ 6.,NHAC_VIEC,thứ 6,932
CA_NHAN,thứ 6 phải nhớ gia đình.,NHAC_VIEC,thứ 6,933
TRUONG_HOC,thứ 2 có chuẩn bị bài môn văn.,HOC_TAP,thứ 2,934
CA_NHAN,nhắc đồ dùng cá nhân vào ngày mai.,NHAC_VIEC,ngày mai,935
TRUONG_HOC,thi cuối kỳ môn văn trước ngày mai.,THI_CU,thứ 6,936
CA_NHAN,lịch hẹn đồ dùng cá nhân vào thứ 4.,HEN_CA_NHAN,thứ 4,937
TRUONG_HOC,sáng mai kiểm tra bài tập nhóm.,THI_CU,sáng mai,938
CA_NHAN,đi gặp gia đình vào sáng mai.,HEN_CA_NHAN,sáng mai,939
TRUONG_HOC,học bài môn văn vào thứ 7.,HOC_TAP,thứ 7,940
CA_NHAN,ngày kia hẹn bác sĩ.,HEN_CA_NHAN,ngày kia,941
CA_NHAN,thứ 6 có nhớ đồ dùng cá nhân.,NHAC_VIEC,thứ 6,942
CA_NHAN,thứ 7 có hẹn quà sinh nhật.,HEN_CA_NHAN,thứ 7,943
CA_NHAN,nhắc gia đình trước cuối tuần.,NHAC_VIEC,thứ 3,944
CA_NHAN,đi mua bác sĩ vào thứ 4.,MUA_SAM,thứ 4,945
VAN_PHONG,hôm nay có soạn email tài liệu.,GUI_EMAIL,hôm nay,946
TRUONG_HOC,hôm nay phải họp lớp môn tiếng Anh.,HOP_LOP,hôm nay,947
VAN_PHONG,thứ 3 phải hẹn gặp kế hoạch.,HEN_LICH,thứ 3,948
VAN_PHONG,chiều mai cập nhật tiến độ dự án.,THEO_DOI_CONG_VIEC,chiều mai,949
VAN_PHONG,cuối tuần hẹn gặp hợp đồng.,HEN_LICH,cuối tuần,950
CA_NHAN,thứ 5 phải phải làm đồ dùng cá nhân.,NHAC_VIEC,thứ 5,951
CA_NHAN,ngày mai phải hẹn bác sĩ.,HEN_CA_NHAN,ngày mai,952
VAN_PHONG,chiều mai phải họp công việc.,HEN_LICH,chiều mai,953
VAN_PHONG,theo dõi tiến độ dự án trước 10h.,THEO_DOI_CONG_VIEC,ngày kia,954
TRUONG_HOC,cuối tuần có học bài môn toán.,HOC_TAP,cuối tuần,955
TRUONG_HOC,thứ 2 sinh hoạt lớp môn tiếng Anh.,HOP_LOP,thứ 2,956
CA_NHAN,ngày kia có mua bạn bè.,MUA_SAM,ngày kia,957
CA_NHAN,đặt mua bác sĩ trong hôm nay.,MUA_SAM,thứ 6,958
CA_NHAN,tối nay hẹn quà sinh nhật.,HEN_CA_NHAN,tối nay,959
TRUONG_HOC,họp lớp bài tập nhóm vào sáng mai.,HOP_LOP,sáng mai,960
CA_NHAN,lịch hẹn quà sinh nhật vào thứ 7.,HEN_CA_NHAN,thứ 7,961
VAN_PHONG,theo dõi tiến độ dự án trước ngày mai.,THEO_DOI_CONG_VIEC,thứ 7,962
VAN_PHONG,trả lời email kế hoạch vào chủ nhật.,GUI_EMAIL,chủ nhật,963
TRUONG_HOC,thứ 5 có họp lớp môn lập trình.,HOP_LOP,thứ 5,964
VAN_PHONG,trao đổi công việc trước thứ 6.,HEN_LICH,thứ 4,965
TRUONG_HOC,kiểm tra bài tập nhóm vào cuối tuần.,THI_CU,cuối tuần,966
TRUONG_HOC,ngày kia nộp bài tập môn toán.,NOP_BAI,ngày kia,967
CA_NHAN,thứ 7 nhớ quà sinh nhật.,NHAC_VIEC,thứ 7,968
VAN_PHONG,nộp báo cáo hợp đồng trước 8h.,NOP_BAO_CAO,thứ 3,969
TRUONG_HOC,chiều mai có sinh hoạt lớp môn toán.,HOP_LOP,chiều mai,970
VAN_PHONG,thứ 2 có meeting công việc.,HEN_LICH,thứ 2,971
TRUONG_HOC,kiểm tra bài tập nhóm vào thứ 7.,THI_CU,thứ 7,972
CA_NHAN,thứ 6 có đặt mua gia đình.,MUA_SAM,thứ 6,973
TRUONG_HOC,chiều mai phải họp lớp môn toán.,HOP_LOP,chiều mai,974
CA_NHAN,cuối tuần phải nhắc quà sinh nhật.,NHAC_VIEC,cuối tuần,975
TRUONG_HOC,cuối tuần họp lớp môn lập trình.,HOP_LOP,cuối tuần,976
TRUONG_HOC,ngày mai họp lớp môn toán.,HOP_LOP,ngày mai,977
VAN_PHONG,chiều mai có báo cáo tiến độ hợp đồng.,THEO_DOI_CONG_VIEC,chiều mai,978
TRUONG_HOC,ôn bài môn toán trước 10h.,HOC_TAP,sáng mai,979
TRUONG_HOC,thứ 2 phải kiểm tra môn văn.,THI_CU,thứ 2,980
TRUONG_HOC,ngày kia có thi môn văn.,THI_CU,ngày kia,981
VAN_PHONG,cuối tuần phải báo cáo tiến độ tài liệu.,THEO_DOI_CONG_VIEC,cuối tuần,982
VAN_PHONG,cập nhật tiến độ công việc vào sáng mai.,THEO_DOI_CONG_VIEC,sáng mai,983
VAN_PHONG,thứ 2 phải cập nhật tiến độ tài liệu.,THEO_DOI_CONG_VIEC,thứ 2,984
CA_NHAN,thứ 4 phải mua quà sinh nhật.,MUA_SAM,thứ 4,985
VAN_PHONG,thứ 3 có cập nhật tiến độ hợp đồng.,THEO_DOI_CONG_VIEC,thứ 3,986
VAN_PHONG,ngày kia báo cáo tiến độ công việc.,THEO_DOI_CONG_VIEC,ngày kia,987
TRUONG_HOC,thứ 6 có họp lớp môn văn.,HOP_LOP,thứ 6,988
TRUONG_HOC,tối nay có họp lớp môn lập trình.,HOP_LOP,tối nay,989
VAN_PHONG,thứ 6 có theo dõi tiến độ công việc.,THEO_DOI_CONG_VIEC,thứ 6,990
CA_NHAN,thứ 6 phải đặt mua gia đình.,MUA_SAM,thứ 6,991
CA_NHAN,đặt mua bạn bè trước 10h.,MUA_SAM,thứ 4,992
VAN_PHONG,chiều mai trả lời email kế hoạch.,GUI_EMAIL,chiều mai,993
TRUONG_HOC,nộp bài bài tập nhóm trước 10h.,NOP_BAI,ngày mai,994
CA_NHAN,sáng mai có mua bạn bè.,MUA_SAM,sáng mai,995
VAN_PHONG,chiều mai hoàn thành báo cáo tài liệu.,NOP_BAO_CAO,chiều mai,996
TRUONG_HOC,nộp bài tập môn toán trước 17h.,NOP_BAI,thứ 3,997
CA_NHAN,đi gặp đồ dùng cá nhân trước thứ 6.,HEN_CA_NHAN,thứ 4,998
CA_NHAN,thứ 2 phải lịch hẹn quà sinh nhật.,HEN_CA_NHAN,thứ 2,999
VAN_PHONG,nộp báo cáo công việc trước thứ 6.,NOP_BAO_CAO,chủ nhật,1000
TRUONG_HOC,sinh hoạt lớp môn toán vào ngày mai.,HOP_LOP,ngày mai,1001
VAN_PHONG,thứ 5 soạn email kế hoạch.,GUI_EMAIL,thứ 5,1002
VAN_PHONG,meeting tài liệu vào thứ 7.,HEN_LICH,thứ 7,1003
VAN_PHONG,thứ 7 có soạn email công việc.,GUI_EMAIL,thứ 7,1004
TRUONG_HOC,ngày kia phải kiểm tra môn văn.,THI_CU,ngày kia,1005
VAN_PHONG,hẹn gặp công việc trong hôm nay.,HEN_LICH,thứ 7,1006
VAN_PHONG,thứ 7 cập nhật tiến độ hợp đồng.,THEO_DOI_CONG_VIEC,thứ 7,1007
CA_NHAN,ngày kia lịch hẹn đồ dùng cá nhân.,HEN_CA_NHAN,ngày kia,1008
VAN_PHONG,gửi email dự án trước cuối tuần.,GUI_EMAIL,cuối tuần,1009
TRUONG_HOC,tối nay phải sinh hoạt lớp môn tiếng Anh.,HOP_LOP,tối nay,1010
CA_NHAN,hẹn quà sinh nhật trước 8h.,HEN_CA_NHAN,thứ 2,1011
VAN_PHONG,ngày mai có nộp báo cáo công việc.,NOP_BAO_CAO,ngày mai,1012
VAN_PHONG,thứ 5 có soạn email dự án.,GUI_EMAIL,thứ 5,1013
VAN_PHONG,theo dõi tiến độ kế hoạch vào ngày kia.,THEO_DOI_CONG_VIEC,ngày kia,1014
TRUONG_HOC,hoàn thành bài tập bài tập nhóm trước 10h.,NOP_BAI,thứ 5,1015
VAN_PHONG,cuối tuần theo dõi tiến độ kế hoạch.,THEO_DOI_CONG_VIEC,cuối tuần,1016
TRUONG_HOC,ngày mai phải nộp bài tập môn toán.,NOP_BAI,ngày mai,1017
CA_NHAN,nhắc bạn bè vào sáng mai.,NHAC_VIEC,sáng mai,1018
TRUONG_HOC,thứ 6 phải họp lớp môn văn.,HOP_LOP,thứ 6,1019
CA_NHAN,nhắc bạn bè trước 8h.,NHAC_VIEC,thứ 5,1020
CA_NHAN,thứ 2 có nhớ gia đình.,NHAC_VIEC,thứ 2,1021
VAN_PHONG,meeting hợp đồng vào chiều mai.,HEN_LICH,chiều mai,1022
VAN_PHONG,hôm nay phải nộp báo cáo dự án.,NOP_BAO_CAO,hôm nay,1023
TRUONG_HOC,sáng mai có nộp bài tập bài tập nhóm.,NOP_BAI,sáng mai,1024
VAN_PHONG,tối nay có meeting tài liệu.,HEN_LICH,tối nay,1025
VAN_PHONG,theo dõi tiến độ kế hoạch vào ngày mai.,THEO_DOI_CONG_VIEC,ngày mai,1026
VAN_PHONG,chiều mai hẹn gặp tài liệu.,HEN_LICH,chiều mai,1027
VAN_PHONG,thứ 2 có gửi email dự án.,GUI_EMAIL,thứ 2,1028
TRUONG_HOC,thứ 5 có chuẩn bị bài môn lập trình.,HOC_TAP,thứ 5,1029
VAN_PHONG,hôm nay cập nhật tiến độ kế hoạch.,THEO_DOI_CONG_VIEC,hôm nay,1030
CA_NHAN,sáng mai có đi mua bạn bè.,MUA_SAM,sáng mai,1031
CA_NHAN,ngày mai phải lịch hẹn đồ dùng cá nhân.,HEN_CA_NHAN,ngày mai,1032
VAN_PHONG,ngày mai có nộp báo cáo công việc.,NOP_BAO_CAO,ngày mai,1033
CA_NHAN,phải làm quà sinh nhật vào cuối tuần.,NHAC_VIEC,cuối tuần,1034
CA_NHAN,thứ 3 phải đặt mua bạn bè.,MUA_SAM,thứ 3,1035
TRUONG_HOC,kiểm tra môn lập trình trong hôm nay.,THI_CU,thứ 4,1036
CA_NHAN,sáng mai phải đi gặp gia đình.,HEN_CA_NHAN,sáng mai,1037
CA_NHAN,sáng mai phải hẹn đồ dùng cá nhân.,HEN_CA_NHAN,sáng mai,1038
VAN_PHONG,trả lời email dự án vào tối nay.,GUI_EMAIL,tối nay,1039
TRUONG_HOC,họp lớp bài tập nhóm trước cuối tuần.,HOP_LOP,thứ 7,1040
TRUONG_HOC,thi cuối kỳ môn toán vào cuối tuần.,THI_CU,cuối tuần,1041
TRUONG_HOC,cuối tuần có chuẩn bị bài môn tiếng Anh.,HOC_TAP,cuối tuần,1042
TRUONG_HOC,chiều mai phải thi môn lập trình.,THI_CU,chiều mai,1043
VAN_PHONG,sáng mai báo cáo tiến độ công việc.,THEO_DOI_CONG_VIEC,sáng mai,1044
TRUONG_HOC,nộp bài tập môn lập trình vào thứ 5.,NOP_BAI,thứ 5,1045
CA_NHAN,tối nay phải đặt mua gia đình.,MUA_SAM,tối nay,1046
TRUONG_HOC,chiều mai phải thi cuối kỳ môn toán.,THI_CU,chiều mai,1047
TRUONG_HOC,thứ 3 nộp bài tập môn văn.,NOP_BAI,thứ 3,1048
CA_NHAN,cuối tuần có hẹn đồ dùng cá nhân.,HEN_CA_NHAN,cuối tuần,1049
TRUONG_HOC,sáng mai phải học bài môn văn.,HOC_TAP,sáng mai,1050
TRUONG_HOC,thứ 4 phải thi môn văn.,THI_CU,thứ 4,1051
VAN_PHONG,ngày kia có cập nhật tiến độ kế hoạch.,THEO_DOI_CONG_VIEC,ngày kia,1052
CA_NHAN,lịch hẹn gia đình vào thứ 6.,HEN_CA_NHAN,thứ 6,1053
CA_NHAN,nhắc đồ dùng cá nhân vào thứ 5.,NHAC_VIEC,thứ 5,1054
VAN_PHONG,thứ 4 gửi email công việc.,GUI_EMAIL,thứ 4,1055
CA_NHAN,mua bạn bè trong hôm nay.,MUA_SAM,hôm nay,1056
CA_NHAN,thứ 2 phải hẹn bác sĩ.,HEN_CA_NHAN,thứ 2,1057
VAN_PHONG,thứ 4 báo cáo tiến độ tài liệu.,THEO_DOI_CONG_VIEC,thứ 4,1058
CA_NHAN,phải làm quà sinh nhật vào ngày mai.,NHAC_VIEC,ngày mai,1059
VAN_PHONG,thứ 3 có nộp báo cáo hợp đồng.,NOP_BAO_CAO,thứ 3,1060
VAN_PHONG,nộp báo cáo công việc vào thứ 5.,NOP_BAO_CAO,thứ 5,1061
VAN_PHONG,thứ 5 soạn email kế hoạch.,GUI_EMAIL,thứ 5,1062
CA_NHAN,đi mua gia đình vào thứ 6.,MUA_SAM,thứ 6,1063
TRUONG_HOC,nộp bài môn tiếng Anh trước 10h.,NOP_BAI,thứ 6,1064
CA_NHAN,thứ 7 phải đi gặp đồ dùng cá nhân.,HEN_CA_NHAN,thứ 7,1065
VAN_PHONG,soạn email hợp đồng vào ngày mai.,GUI_EMAIL,ngày mai,1066
VAN_PHONG,ngày mai có họp dự án.,HEN_LICH,ngày mai,1067
VAN_PHONG,thứ 6 có cập nhật tiến độ tài liệu.,THEO_DOI_CONG_VIEC,thứ 6,1068
CA_NHAN,phải làm bạn bè trong hôm nay.,NHAC_VIEC,ngày mai,1069
TRUONG_HOC,cuối tuần phải nộp bài tập môn lập trình.,NOP_BAI,cuối tuần,1070
VAN_PHONG,cập nhật tiến độ công việc trong hôm nay.,THEO_DOI_CONG_VIEC,chủ nhật,1071
CA_NHAN,chủ nhật có nhớ bác sĩ.,NHAC_VIEC,chủ nhật,1072
VAN_PHONG,sáng mai phải soạn email tài liệu.,GUI_EMAIL,sáng mai,1073
TRUONG_HOC,thứ 5 có nộp bài tập môn văn.,NOP_BAI,thứ 5,1074
VAN_PHONG,theo dõi tiến độ kế hoạch trước 10h.,THEO_DOI_CONG_VIEC,sáng mai,1075
TRUONG_HOC,thi cuối kỳ môn lập trình vào thứ 2.,THI_CU,thứ 2,1076
VAN_PHONG,hôm nay phải soạn email dự án.,GUI_EMAIL,hôm nay,1077
TRUONG_HOC,thứ 7 phải họp lớp môn tiếng Anh.,HOP_LOP,thứ 7,1078
CA_NHAN,chiều mai có lịch hẹn bạn bè.,HEN_CA_NHAN,chiều mai,1079
CA_NHAN,mua quà sinh nhật trước 10h.,MUA_SAM,tối nay,1080
TRUONG_HOC,chiều mai kiểm tra môn tiếng Anh.,THI_CU,chiều mai,1081
VAN_PHONG,trả lời email công việc trước 10h.,GUI_EMAIL,sáng mai,1082
CA_NHAN,chiều mai có mua đồ dùng cá nhân.,MUA_SAM,chiều mai,1083
CA_NHAN,thứ 6 phải hẹn đồ dùng cá nhân.,HEN_CA_NHAN,thứ 6,1084
VAN_PHONG,họp tài liệu trước 8h.,HEN_LICH,chủ nhật,1085
CA_NHAN,thứ 3 đặt mua bạn bè.,MUA_SAM,thứ 3,1086
VAN_PHONG,thứ 2 họp tài liệu.,HEN_LICH,thứ 2,1087
CA_NHAN,cuối tuần phải phải làm bạn bè.,NHAC_VIEC,cuối tuần,1088
TRUONG_HOC,thứ 4 thi môn văn.,THI_CU,thứ 4,1089
VAN_PHONG,hôm nay có trao đổi dự án.,HEN_LICH,hôm nay,1090
CA_NHAN,nhớ bác sĩ vào cuối tuần.,NHAC_VIEC,cuối tuần,1091
CA_NHAN,tối nay có phải làm bác sĩ.,NHAC_VIEC,tối nay,1092
VAN_PHONG,gửi email tài liệu trong hôm nay.,GUI_EMAIL,thứ 6,1093
VAN_PHONG,báo cáo tiến độ tài liệu vào thứ 6.,THEO_DOI_CONG_VIEC,thứ 6,1094
VAN_PHONG,gửi báo cáo công việc trước ngày mai.,NOP_BAO_CAO,chiều mai,1095
VAN_PHONG,thứ 5 phải hoàn thành báo cáo công việc.,NOP_BAO_CAO,thứ 5,1096
VAN_PHONG,thứ 6 có gửi báo cáo công việc.,NOP_BAO_CAO,thứ 6,1097
CA_NHAN,tối nay có nhắc quà sinh nhật.,NHAC_VIEC,tối nay,1098
TRUONG_HOC,ôn bài môn lập trình vào thứ 6.,HOC_TAP,thứ 6,1099
VAN_PHONG,thứ 6 phải gửi báo cáo kế hoạch.,NOP_BAO_CAO,thứ 6,1100
VAN_PHONG,tối nay có gửi báo cáo tài liệu.,NOP_BAO_CAO,tối nay,1101
TRUONG_HOC,thi môn tiếng Anh trước cuối tuần.,THI_CU,thứ 3,1102
CA_NHAN,tối nay có hẹn đồ dùng cá nhân.,HEN_CA_NHAN,tối nay,1103
TRUONG_HOC,chủ nhật phải chuẩn bị bài bài tập nhóm.,HOC_TAP,chủ nhật,1104
CA_NHAN,hẹn bác sĩ vào tối nay.,HEN_CA_NHAN,tối nay,1105
TRUONG_HOC,cuối tuần phải sinh hoạt lớp môn văn.,HOP_LOP,cuối tuần,1106
TRUONG_HOC,chuẩn bị bài môn văn vào thứ 4.,HOC_TAP,thứ 4,1107
TRUONG_HOC,kiểm tra môn toán trước thứ 6.,THI_CU,ngày kia,1108
VAN_PHONG,gửi báo cáo tài liệu vào thứ 7.,NOP_BAO_CAO,thứ 7,1109
CA_NHAN,hôm nay phải đi mua bác sĩ.,MUA_SAM,hôm nay,1110
TRUONG_HOC,hoàn thành bài tập bài tập nhóm vào ngày mai.,NOP_BAI,ngày mai,1111
VAN_PHONG,thứ 2 phải soạn email tài liệu.,GUI_EMAIL,thứ 2,1112
CA_NHAN,thứ 6 nhớ bác sĩ.,NHAC_VIEC,thứ 6,1113
CA_NHAN,đi gặp gia đình trước 17h.,HEN_CA_NHAN,ngày kia,1114
CA_NHAN,cuối tuần phải lịch hẹn quà sinh nhật.,HEN_CA_NHAN,cuối tuần,1115
VAN_PHONG,thứ 3 nộp báo cáo công việc.,NOP_BAO_CAO,thứ 3,1116
TRUONG_HOC,họp lớp môn lập trình vào hôm nay.,HOP_LOP,hôm nay,1117
VAN_PHONG,ngày mai phải gửi email hợp đồng.,GUI_EMAIL,ngày mai,1118
VAN_PHONG,lịch hẹn dự án vào thứ 6.,HEN_LICH,thứ 6,1119
VAN_PHONG,nộp báo cáo công việc vào hôm nay.,NOP_BAO_CAO,hôm nay,1120
TRUONG_HOC,họp lớp môn lập trình trước 8h.,HOP_LOP,thứ 5,1121
CA_NHAN,đi mua đồ dùng cá nhân trước ngày mai.,MUA_SAM,chủ nhật,1122
TRUONG_HOC,cuối tuần phải kiểm tra môn tiếng Anh.,THI_CU,cuối tuần,1123
CA_NHAN,thứ 6 phải đi gặp bạn bè.,HEN_CA_NHAN,thứ 6,1124
CA_NHAN,mua bác sĩ vào sáng mai.,MUA_SAM,sáng mai,1125
VAN_PHONG,sáng mai phải lịch hẹn hợp đồng.,HEN_LICH,sáng mai,1126
TRUONG_HOC,chiều mai phải học bài môn tiếng Anh.,HOC_TAP,chiều mai,1127
VAN_PHONG,sáng mai báo cáo tiến độ dự án.,THEO_DOI_CONG_VIEC,sáng mai,1128
TRUONG_HOC,chủ nhật có sinh hoạt lớp bài tập nhóm.,HOP_LOP,chủ nhật,1129
VAN_PHONG,thứ 3 có nộp báo cáo dự án.,NOP_BAO_CAO,thứ 3,1130
TRUONG_HOC,chiều mai ôn bài môn toán.,HOC_TAP,chiều mai,1131
TRUONG_HOC,hoàn thành bài tập môn lập trình trước 10h.,NOP_BAI,chiều mai,1132
TRUONG_HOC,thứ 7 có họp lớp môn toán.,HOP_LOP,thứ 7,1133
TRUONG_HOC,sinh hoạt lớp môn toán vào thứ 5.,HOP_LOP,thứ 5,1134
VAN_PHONG,trả lời email hợp đồng trong hôm nay.,GUI_EMAIL,thứ 5,1135
TRUONG_HOC,sáng mai có hoàn thành bài tập môn toán.,NOP_BAI,sáng mai,1136
VAN_PHONG,tối nay có gửi báo cáo hợp đồng.,NOP_BAO_CAO,tối nay,1137
TRUONG_HOC,ngày kia phải chuẩn bị bài bài tập nhóm.,HOC_TAP,ngày kia,1138
TRUONG_HOC,hôm nay ôn bài bài tập nhóm.,HOC_TAP,hôm nay,1139
VAN_PHONG,chủ nhật báo cáo tiến độ công việc.,THEO_DOI_CONG_VIEC,chủ nhật,1140
VAN_PHONG,thứ 7 meeting công việc.,HEN_LICH,thứ 7,1141
TRUONG_HOC,ngày mai kiểm tra môn tiếng Anh.,THI_CU,ngày mai,1142
VAN_PHONG,hoàn thành báo cáo dự án trước 8h.,NOP_BAO_CAO,cuối tuần,1143
VAN_PHONG,hẹn gặp công việc vào cuối tuần.,HEN_LICH,cuối tuần,1144
TRUONG_HOC,chủ nhật học bài môn toán.,HOC_TAP,chủ nhật,1145
CA_NHAN,chủ nhật đi mua gia đình.,MUA_SAM,chủ nhật,1146
VAN_PHONG,theo dõi tiến độ tài liệu trước 10h.,THEO_DOI_CONG_VIEC,chiều mai,1147
CA_NHAN,phải làm đồ dùng cá nhân trước 10h.,NHAC_VIEC,thứ 3,1148
TRUONG_HOC,chủ nhật có nộp bài tập môn tiếng Anh.,NOP_BAI,chủ nhật,1149
CA_NHAN,phải làm quà sinh nhật trước 8h.,NHAC_VIEC,ngày mai,1150
TRUONG_HOC,kiểm tra môn lập trình trước 17h.,THI_CU,ngày mai,1151
CA_NHAN,phải làm gia đình vào thứ 4.,NHAC_VIEC,thứ 4,1152
CA_NHAN,phải làm quà sinh nhật vào thứ 2.,NHAC_VIEC,thứ 2,1153
TRUONG_HOC,ôn bài bài tập nhóm trước 10h.,HOC_TAP,sáng mai,1154
VAN_PHONG,lịch hẹn kế hoạch trước 17h.,HEN_LICH,thứ 4,1155
VAN_PHONG,chiều mai cập nhật tiến độ kế hoạch.,THEO_DOI_CONG_VIEC,chiều mai,1156
TRUONG_HOC,nộp bài môn tiếng Anh trước thứ 6.,NOP_BAI,sáng mai,1157
CA_NHAN,nhắc bạn bè vào thứ 5.,NHAC_VIEC,thứ 5,1158
VAN_PHONG,chiều mai có soạn email tài liệu.,GUI_EMAIL,chiều mai,1159
TRUONG_HOC,sinh hoạt lớp môn văn trước 10h.,HOP_LOP,thứ 5,1160
TRUONG_HOC,thứ 2 họp lớp môn toán.,HOP_LOP,thứ 2,1161
CA_NHAN,mua gia đình vào tối nay.,MUA_SAM,tối nay,1162
TRUONG_HOC,thứ 4 phải thi giữa kỳ bài tập nhóm.,THI_CU,thứ 4,1163
CA_NHAN,mua bạn bè trước 10h.,MUA_SAM,ngày mai,1164
CA_NHAN,hẹn gia đình trước 8h.,HEN_CA_NHAN,cuối tuần,1165
VAN_PHONG,thứ 2 có hoàn thành báo cáo tài liệu.,NOP_BAO_CAO,thứ 2,1166
TRUONG_HOC,thứ 2 thi môn lập trình.,THI_CU,thứ 2,1167
TRUONG_HOC,học bài môn tiếng Anh vào hôm nay.,HOC_TAP,hôm nay,1168
VAN_PHONG,thứ 3 hẹn gặp hợp đồng.,HEN_LICH,thứ 3,1169
CA_NHAN,hẹn đồ dùng cá nhân trước thứ 6.,HEN_CA_NHAN,chủ nhật,1170
VAN_PHONG,thứ 2 có gửi báo cáo công việc.,NOP_BAO_CAO,thứ 2,1171
CA_NHAN,lịch hẹn quà sinh nhật trước thứ 6.,HEN_CA_NHAN,hôm nay,1172
CA_NHAN,cuối tuần phải phải làm bạn bè.,NHAC_VIEC,cuối tuần,1173
CA_NHAN,thứ 5 phải nhớ gia đình.,NHAC_VIEC,thứ 5,1174
VAN_PHONG,thứ 2 có soạn email hợp đồng.,GUI_EMAIL,thứ 2,1175
CA_NHAN,đi mua bác sĩ trước 17h.,MUA_SAM,thứ 7,1176
VAN_PHONG,chiều mai có lịch hẹn công việc.,HEN_LICH,chiều mai,1177
CA_NHAN,nhớ quà sinh nhật vào thứ 6.,NHAC_VIEC,thứ 6,1178
